Value,Category,Acreage,Year,FIPS
246,Radishes,7.6,2024,41001
247,Turnips,276.9,2024,41001
1,Corn,711.7,2024,41003
6,Sunflowers,5.3,2024,41003
12,Sweet Corn,409,2024,41003
14,Mint,768.2,2024,41003
21,Barley,0.7,2024,41003
23,Spring Wheat,429.9,2024,41003
24,Winter Wheat,1235.6,2024,41003
28,Oats,205.5,2024,41003
31,Canola,3.1,2024,41003
32,Flaxseed,157.2,2024,41003
35,Mustard,4.2,2024,41003
36,Alfalfa,16,2024,41003
37,Other Hay/Non Alfalfa,95.6,2024,41003
41,Sugarbeets,289.3,2024,41003
42,Dry Beans,1228.1,2024,41003
44,Other Crops,4.9,2024,41003
49,Onions,0.7,2024,41003
53,Peas,573.3,2024,41003
56,Hops,32.7,2024,41003
57,Herbs,66.5,2024,41003
58,Clover/Wildflowers,534.2,2024,41003
59,Sod/Grass Seed,5642.4,2024,41003
61,Fallow/Idle Cropland,140.3,2024,41003
66,Cherries,0.4,2024,41003
67,Peaches,1.3,2024,41003
68,Apples,1.6,2024,41003
69,Grapes,7.6,2024,41003
70,Christmas Trees,231.7,2024,41003
71,Other Tree Crops,2775.5,2024,41003
76,Walnuts,6.4,2024,41003
111,Open Water,2087.4,2024,41003
121,Developed/Open Space,18500.8,2024,41003
122,Developed/Low Intensity,11421.7,2024,41003
123,Developed/Medium Intensity,4777.7,2024,41003
124,Developed/High Intensity,1792.5,2024,41003
131,Barren,87.4,2024,41003
141,Deciduous Forest,862.7,2024,41003
142,Evergreen Forest,208263,2024,41003
143,Mixed Forest,40072.2,2024,41003
152,Shrubland,15343.9,2024,41003
176,Grass/Pasture,105617.2,2024,41003
190,Woody Wetlands,3948.4,2024,41003
195,Herbaceous Wetlands,4555.5,2024,41003
205,Triticale,2,2024,41003
208,Garlic,6.2,2024,41003
214,Broccoli,0.9,2024,41003
219,Greens,16,2024,41003
220,Plums,2.2,2024,41003
222,Squash,890.9,2024,41003
224,Vetch,38.5,2024,41003
229,Pumpkins,39.1,2024,41003
242,Blueberries,3.6,2024,41003
243,Cabbage,10.2,2024,41003
244,Cauliflower,10,2024,41003
246,Radishes,188.8,2024,41003
247,Turnips,433.7,2024,41003
1,Corn,570.7,2024,41005
6,Sunflowers,16.5,2024,41005
12,Sweet Corn,370.1,2024,41005
14,Mint,73.4,2024,41005
21,Barley,116.8,2024,41005
23,Spring Wheat,217.1,2024,41005
24,Winter Wheat,1139.8,2024,41005
28,Oats,184.8,2024,41005
29,Millet,25.1,2024,41005
35,Mustard,0.4,2024,41005
36,Alfalfa,79.4,2024,41005
37,Other Hay/Non Alfalfa,60,2024,41005
41,Sugarbeets,177.7,2024,41005
42,Dry Beans,546.4,2024,41005
43,Potatoes,1.3,2024,41005
44,Other Crops,362.3,2024,41005
49,Onions,324.5,2024,41005
50,Cucumbers,46.9,2024,41005
53,Peas,340.7,2024,41005
55,Caneberries,18.9,2024,41005
56,Hops,77.4,2024,41005
57,Herbs,44.5,2024,41005
58,Clover/Wildflowers,1342.8,2024,41005
59,Sod/Grass Seed,7593.2,2024,41005
61,Fallow/Idle Cropland,428.8,2024,41005
66,Cherries,14.5,2024,41005
67,Peaches,2.9,2024,41005
68,Apples,3.6,2024,41005
69,Grapes,147,2024,41005
70,Christmas Trees,201.3,2024,41005
71,Other Tree Crops,1613.3,2024,41005
76,Walnuts,5.1,2024,41005
77,Pears,15.3,2024,41005
111,Open Water,7344.8,2024,41005
112,Perennial Ice/Snow,1655.7,2024,41005
121,Developed/Open Space,28482.1,2024,41005
122,Developed/Low Intensity,41209.7,2024,41005
123,Developed/Medium Intensity,22500.3,2024,41005
124,Developed/High Intensity,6966.5,2024,41005
131,Barren,3266.3,2024,41005
141,Deciduous Forest,2738.3,2024,41005
142,Evergreen Forest,725162.9,2024,41005
143,Mixed Forest,17092.4,2024,41005
152,Shrubland,33186.6,2024,41005
176,Grass/Pasture,290925.3,2024,41005
190,Woody Wetlands,2972.7,2024,41005
195,Herbaceous Wetlands,1717.8,2024,41005
208,Garlic,187.5,2024,41005
214,Broccoli,95,2024,41005
219,Greens,42.5,2024,41005
221,Strawberries,69.2,2024,41005
222,Squash,101.9,2024,41005
224,Vetch,181.5,2024,41005
229,Pumpkins,14.5,2024,41005
242,Blueberries,45.1,2024,41005
243,Cabbage,238.4,2024,41005
244,Cauliflower,52.5,2024,41005
246,Radishes,75.2,2024,41005
12,Sweet Corn,0.2,2024,41007
21,Barley,21.8,2024,41007
23,Spring Wheat,0.9,2024,41007
24,Winter Wheat,0.9,2024,41007
28,Oats,1.3,2024,41007
36,Alfalfa,7.8,2024,41007
37,Other Hay/Non Alfalfa,14.9,2024,41007
44,Other Crops,2.4,2024,41007
47,Misc Vegs & Fruits,1.3,2024,41007
56,Hops,15.3,2024,41007
57,Herbs,4.4,2024,41007
58,Clover/Wildflowers,0.2,2024,41007
59,Sod/Grass Seed,3.3,2024,41007
61,Fallow/Idle Cropland,6.2,2024,41007
68,Apples,0.4,2024,41007
69,Grapes,4.9,2024,41007
70,Christmas Trees,4.2,2024,41007
71,Other Tree Crops,2.7,2024,41007
76,Walnuts,3.8,2024,41007
111,Open Water,3118,2024,41007
121,Developed/Open Space,24116,2024,41007
122,Developed/Low Intensity,5756.9,2024,41007
123,Developed/Medium Intensity,2151.7,2024,41007
124,Developed/High Intensity,1265.4,2024,41007
131,Barren,1062.8,2024,41007
141,Deciduous Forest,2586.4,2024,41007
142,Evergreen Forest,343049.3,2024,41007
143,Mixed Forest,28712.7,2024,41007
152,Shrubland,52920.8,2024,41007
176,Grass/Pasture,33290.7,2024,41007
190,Woody Wetlands,8725.4,2024,41007
195,Herbaceous Wetlands,14585.8,2024,41007
205,Triticale,0.2,2024,41007
208,Garlic,0.7,2024,41007
224,Vetch,0.2,2024,41007
242,Blueberries,3.3,2024,41007
250,Cranberries,41.4,2024,41007
1,Corn,169.5,2024,41009
12,Sweet Corn,8.7,2024,41009
21,Barley,0.7,2024,41009
23,Spring Wheat,102.3,2024,41009
24,Winter Wheat,25.8,2024,41009
28,Oats,17.3,2024,41009
29,Millet,239.1,2024,41009
36,Alfalfa,93,2024,41009
37,Other Hay/Non Alfalfa,11.1,2024,41009
41,Sugarbeets,4,2024,41009
42,Dry Beans,5.6,2024,41009
43,Potatoes,68.7,2024,41009
44,Other Crops,18.7,2024,41009
47,Misc Vegs & Fruits,1.1,2024,41009
49,Onions,13.6,2024,41009
50,Cucumbers,0.4,2024,41009
53,Peas,3.3,2024,41009
55,Caneberries,28.5,2024,41009
56,Hops,11.1,2024,41009
57,Herbs,2.9,2024,41009
58,Clover/Wildflowers,125.7,2024,41009
59,Sod/Grass Seed,413.2,2024,41009
61,Fallow/Idle Cropland,65.8,2024,41009
67,Peaches,4.2,2024,41009
68,Apples,0.2,2024,41009
69,Grapes,4.9,2024,41009
70,Christmas Trees,48.3,2024,41009
71,Other Tree Crops,33.6,2024,41009
76,Walnuts,8.7,2024,41009
77,Pears,0.4,2024,41009
111,Open Water,18163,2024,41009
121,Developed/Open Space,23088.1,2024,41009
122,Developed/Low Intensity,7192.7,2024,41009
123,Developed/Medium Intensity,3173.3,2024,41009
124,Developed/High Intensity,1426,2024,41009
131,Barren,290,2024,41009
141,Deciduous Forest,11023.9,2024,41009
142,Evergreen Forest,243394.3,2024,41009
143,Mixed Forest,23053.9,2024,41009
152,Shrubland,30910.6,2024,41009
176,Grass/Pasture,53069.4,2024,41009
190,Woody Wetlands,6029.3,2024,41009
195,Herbaceous Wetlands,18186.5,2024,41009
208,Garlic,2,2024,41009
219,Greens,1.6,2024,41009
221,Strawberries,5.6,2024,41009
222,Squash,23.6,2024,41009
224,Vetch,1.3,2024,41009
229,Pumpkins,0.7,2024,41009
242,Blueberries,16.2,2024,41009
243,Cabbage,14.9,2024,41009
244,Cauliflower,0.2,2024,41009
246,Radishes,0.9,2024,41009
1,Corn,6.9,2024,41011
14,Mint,0.4,2024,41011
23,Spring Wheat,1.8,2024,41011
24,Winter Wheat,0.9,2024,41011
36,Alfalfa,15.8,2024,41011
37,Other Hay/Non Alfalfa,278.4,2024,41011
41,Sugarbeets,0.2,2024,41011
42,Dry Beans,0.2,2024,41011
44,Other Crops,6.4,2024,41011
53,Peas,0.2,2024,41011
57,Herbs,0.4,2024,41011
58,Clover/Wildflowers,2.7,2024,41011
61,Fallow/Idle Cropland,117,2024,41011
68,Apples,1.1,2024,41011
69,Grapes,1.3,2024,41011
70,Christmas Trees,1.3,2024,41011
71,Other Tree Crops,1.3,2024,41011
76,Walnuts,4.2,2024,41011
111,Open Water,7392.8,2024,41011
121,Developed/Open Space,43444.6,2024,41011
122,Developed/Low Intensity,7777.4,2024,41011
123,Developed/Medium Intensity,4625.8,2024,41011
124,Developed/High Intensity,2047.4,2024,41011
131,Barren,9352.4,2024,41011
141,Deciduous Forest,2346,2024,41011
142,Evergreen Forest,713387.1,2024,41011
143,Mixed Forest,65677.6,2024,41011
152,Shrubland,69207.9,2024,41011
176,Grass/Pasture,72186.6,2024,41011
190,Woody Wetlands,1730.7,2024,41011
195,Herbaceous Wetlands,30473.8,2024,41011
205,Triticale,4.2,2024,41011
222,Squash,1.1,2024,41011
242,Blueberries,14,2024,41011
250,Cranberries,60.5,2024,41011
1,Corn,128.5,2024,41013
14,Mint,71.6,2024,41013
21,Barley,549.1,2024,41013
23,Spring Wheat,210.6,2024,41013
24,Winter Wheat,221.1,2024,41013
27,Rye,10.9,2024,41013
28,Oats,288.9,2024,41013
36,Alfalfa,4701.2,2024,41013
37,Other Hay/Non Alfalfa,3224.9,2024,41013
42,Dry Beans,134.8,2024,41013
44,Other Crops,300.5,2024,41013
53,Peas,145.7,2024,41013
57,Herbs,171,2024,41013
58,Clover/Wildflowers,90.3,2024,41013
59,Sod/Grass Seed,494.8,2024,41013
61,Fallow/Idle Cropland,221.1,2024,41013
66,Cherries,0.7,2024,41013
67,Peaches,6.2,2024,41013
68,Apples,1.1,2024,41013
71,Other Tree Crops,227.3,2024,41013
77,Pears,0.7,2024,41013
111,Open Water,3900.1,2024,41013
121,Developed/Open Space,5041.5,2024,41013
122,Developed/Low Intensity,5358.6,2024,41013
123,Developed/Medium Intensity,1971.8,2024,41013
124,Developed/High Intensity,624.5,2024,41013
131,Barren,699.4,2024,41013
141,Deciduous Forest,3.1,2024,41013
142,Evergreen Forest,435809.9,2024,41013
143,Mixed Forest,4,2024,41013
152,Shrubland,1346777.5,2024,41013
176,Grass/Pasture,76154.6,2024,41013
190,Woody Wetlands,656.1,2024,41013
195,Herbaceous Wetlands,22548.6,2024,41013
205,Triticale,669.4,2024,41013
206,Carrots,493,2024,41013
208,Garlic,0.9,2024,41013
218,Nectarines,0.2,2024,41013
246,Radishes,1.1,2024,41013
24,Winter Wheat,0.2,2024,41015
36,Alfalfa,0.7,2024,41015
37,Other Hay/Non Alfalfa,88.7,2024,41015
44,Other Crops,1.1,2024,41015
61,Fallow/Idle Cropland,263.1,2024,41015
68,Apples,0.4,2024,41015
69,Grapes,4.9,2024,41015
111,Open Water,3241.8,2024,41015
121,Developed/Open Space,28662,2024,41015
122,Developed/Low Intensity,3540.5,2024,41015
123,Developed/Medium Intensity,2115.4,2024,41015
124,Developed/High Intensity,943,2024,41015
131,Barren,3376.2,2024,41015
141,Deciduous Forest,1032.6,2024,41015
142,Evergreen Forest,654104.2,2024,41015
143,Mixed Forest,39326.9,2024,41015
152,Shrubland,254540.5,2024,41015
176,Grass/Pasture,46008.6,2024,41015
190,Woody Wetlands,167.5,2024,41015
195,Herbaceous Wetlands,8263.7,2024,41015
242,Blueberries,11.6,2024,41015
250,Cranberries,18.5,2024,41015
1,Corn,12.7,2024,41017
14,Mint,0.2,2024,41017
21,Barley,128.5,2024,41017
23,Spring Wheat,266.7,2024,41017
24,Winter Wheat,332.5,2024,41017
27,Rye,5.6,2024,41017
28,Oats,685.6,2024,41017
36,Alfalfa,5358.6,2024,41017
37,Other Hay/Non Alfalfa,679.6,2024,41017
42,Dry Beans,289.3,2024,41017
44,Other Crops,178.1,2024,41017
53,Peas,167.2,2024,41017
57,Herbs,96.5,2024,41017
58,Clover/Wildflowers,30.9,2024,41017
59,Sod/Grass Seed,23.8,2024,41017
61,Fallow/Idle Cropland,227.3,2024,41017
71,Other Tree Crops,135.7,2024,41017
111,Open Water,16051.8,2024,41017
112,Perennial Ice/Snow,2764.8,2024,41017
121,Developed/Open Space,10517.7,2024,41017
122,Developed/Low Intensity,22203.7,2024,41017
123,Developed/Medium Intensity,7563.2,2024,41017
124,Developed/High Intensity,1932.2,2024,41017
131,Barren,27829.4,2024,41017
141,Deciduous Forest,376.3,2024,41017
142,Evergreen Forest,824852.2,2024,41017
143,Mixed Forest,5.1,2024,41017
152,Shrubland,951884.4,2024,41017
176,Grass/Pasture,69755.4,2024,41017
190,Woody Wetlands,1528.1,2024,41017
195,Herbaceous Wetlands,8762.6,2024,41017
205,Triticale,68.7,2024,41017
206,Carrots,241.1,2024,41017
229,Pumpkins,0.2,2024,41017
246,Radishes,0.4,2024,41017
1,Corn,23.4,2024,41019
12,Sweet Corn,7.3,2024,41019
14,Mint,1.3,2024,41019
23,Spring Wheat,18.2,2024,41019
24,Winter Wheat,2.9,2024,41019
28,Oats,0.9,2024,41019
32,Flaxseed,1.6,2024,41019
36,Alfalfa,22.9,2024,41019
37,Other Hay/Non Alfalfa,673,2024,41019
41,Sugarbeets,0.2,2024,41019
42,Dry Beans,4,2024,41019
44,Other Crops,66.5,2024,41019
53,Peas,0.7,2024,41019
57,Herbs,3.6,2024,41019
58,Clover/Wildflowers,0.2,2024,41019
59,Sod/Grass Seed,111.9,2024,41019
61,Fallow/Idle Cropland,2.9,2024,41019
67,Peaches,0.2,2024,41019
68,Apples,27.8,2024,41019
69,Grapes,159.5,2024,41019
70,Christmas Trees,17.8,2024,41019
71,Other Tree Crops,7.6,2024,41019
76,Walnuts,20.2,2024,41019
111,Open Water,21916.1,2024,41019
112,Perennial Ice/Snow,0.2,2024,41019
121,Developed/Open Space,73055.3,2024,41019
122,Developed/Low Intensity,12815.5,2024,41019
123,Developed/Medium Intensity,7917.9,2024,41019
124,Developed/High Intensity,3810.5,2024,41019
131,Barren,5585.2,2024,41019
141,Deciduous Forest,489.5,2024,41019
142,Evergreen Forest,2308282.1,2024,41019
143,Mixed Forest,72616.1,2024,41019
152,Shrubland,241347.3,2024,41019
176,Grass/Pasture,485627.6,2024,41019
190,Woody Wetlands,631.6,2024,41019
195,Herbaceous Wetlands,9268.1,2024,41019
205,Triticale,9.6,2024,41019
219,Greens,0.2,2024,41019
220,Plums,70.5,2024,41019
222,Squash,15.3,2024,41019
1,Corn,1930.8,2024,41021
12,Sweet Corn,132.5,2024,41021
14,Mint,2.4,2024,41021
21,Barley,3189.6,2024,41021
23,Spring Wheat,5641,2024,41021
24,Winter Wheat,82496.8,2024,41021
28,Oats,26.2,2024,41021
31,Canola,0.7,2024,41021
36,Alfalfa,2669.2,2024,41021
37,Other Hay/Non Alfalfa,91.8,2024,41021
38,Camelina,41.4,2024,41021
39,Buckwheat,0.4,2024,41021
42,Dry Beans,160.3,2024,41021
43,Potatoes,1106.9,2024,41021
44,Other Crops,42.5,2024,41021
48,Watermelons,35.1,2024,41021
49,Onions,22,2024,41021
51,Chick Peas,240.2,2024,41021
53,Peas,22.7,2024,41021
57,Herbs,0.7,2024,41021
59,Sod/Grass Seed,478.1,2024,41021
61,Fallow/Idle Cropland,94778.1,2024,41021
66,Cherries,175.5,2024,41021
67,Peaches,0.4,2024,41021
68,Apples,99.4,2024,41021
69,Grapes,785.7,2024,41021
75,Almonds,185.9,2024,41021
77,Pears,12.9,2024,41021
111,Open Water,10998.3,2024,41021
121,Developed/Open Space,1904.8,2024,41021
122,Developed/Low Intensity,1108,2024,41021
123,Developed/Medium Intensity,768.4,2024,41021
124,Developed/High Intensity,113.4,2024,41021
131,Barren,926.9,2024,41021
141,Deciduous Forest,4.4,2024,41021
142,Evergreen Forest,3805.8,2024,41021
143,Mixed Forest,26.2,2024,41021
152,Shrubland,106651.6,2024,41021
176,Grass/Pasture,460405.4,2024,41021
190,Woody Wetlands,59.8,2024,41021
195,Herbaceous Wetlands,1015,2024,41021
205,Triticale,352.7,2024,41021
206,Carrots,3.1,2024,41021
209,Cantaloupes,1.6,2024,41021
221,Strawberries,13.3,2024,41021
222,Squash,9.6,2024,41021
228,Dbl Crop Triticale/Corn,6.9,2024,41021
229,Pumpkins,1.1,2024,41021
242,Blueberries,48.9,2024,41021
243,Cabbage,0.2,2024,41021
249,Gourds,12,2024,41021
14,Mint,23.4,2024,41023
21,Barley,153.5,2024,41023
23,Spring Wheat,14.5,2024,41023
24,Winter Wheat,93,2024,41023
27,Rye,0.2,2024,41023
28,Oats,59.8,2024,41023
36,Alfalfa,2982.8,2024,41023
37,Other Hay/Non Alfalfa,1935.9,2024,41023
61,Fallow/Idle Cropland,822.9,2024,41023
66,Cherries,59.6,2024,41023
67,Peaches,65.4,2024,41023
68,Apples,165.5,2024,41023
77,Pears,93.9,2024,41023
111,Open Water,1969.5,2024,41023
121,Developed/Open Space,210.8,2024,41023
122,Developed/Low Intensity,639.2,2024,41023
123,Developed/Medium Intensity,767,2024,41023
124,Developed/High Intensity,211.5,2024,41023
131,Barren,1049.7,2024,41023
141,Deciduous Forest,57.6,2024,41023
142,Evergreen Forest,1581893.8,2024,41023
143,Mixed Forest,647.8,2024,41023
152,Shrubland,685682.1,2024,41023
176,Grass/Pasture,568164.7,2024,41023
190,Woody Wetlands,2911.4,2024,41023
195,Herbaceous Wetlands,47944.7,2024,41023
205,Triticale,53.6,2024,41023
218,Nectarines,27.6,2024,41023
220,Plums,7.1,2024,41023
1,Corn,111.6,2024,41025
14,Mint,218.4,2024,41025
21,Barley,1956.4,2024,41025
23,Spring Wheat,19.1,2024,41025
24,Winter Wheat,2034.9,2024,41025
27,Rye,472.4,2024,41025
28,Oats,2178.1,2024,41025
36,Alfalfa,44978.4,2024,41025
37,Other Hay/Non Alfalfa,5266.5,2024,41025
56,Hops,0.2,2024,41025
61,Fallow/Idle Cropland,2091.2,2024,41025
67,Peaches,0.2,2024,41025
111,Open Water,26523,2024,41025
121,Developed/Open Space,680.1,2024,41025
122,Developed/Low Intensity,1653.9,2024,41025
123,Developed/Medium Intensity,888,2024,41025
124,Developed/High Intensity,584.2,2024,41025
131,Barren,91929.9,2024,41025
141,Deciduous Forest,1636.6,2024,41025
142,Evergreen Forest,434504.7,2024,41025
143,Mixed Forest,2971.2,2024,41025
152,Shrubland,4912556.3,2024,41025
176,Grass/Pasture,880921,2024,41025
190,Woody Wetlands,7440,2024,41025
195,Herbaceous Wetlands,121911.4,2024,41025
205,Triticale,1389.5,2024,41025
1,Corn,0.7,2024,41027
12,Sweet Corn,2.4,2024,41027
14,Mint,1.1,2024,41027
21,Barley,11.1,2024,41027
23,Spring Wheat,2.4,2024,41027
24,Winter Wheat,3.8,2024,41027
29,Millet,0.4,2024,41027
31,Canola,1.1,2024,41027
36,Alfalfa,106.5,2024,41027
37,Other Hay/Non Alfalfa,75.8,2024,41027
42,Dry Beans,3.1,2024,41027
44,Other Crops,48.7,2024,41027
49,Onions,1.6,2024,41027
57,Herbs,20,2024,41027
58,Clover/Wildflowers,0.2,2024,41027
59,Sod/Grass Seed,42.5,2024,41027
61,Fallow/Idle Cropland,90.3,2024,41027
66,Cherries,559.1,2024,41027
67,Peaches,27.6,2024,41027
68,Apples,557.5,2024,41027
69,Grapes,51.8,2024,41027
70,Christmas Trees,3.6,2024,41027
71,Other Tree Crops,1.1,2024,41027
75,Almonds,2.4,2024,41027
76,Walnuts,0.4,2024,41027
77,Pears,10269.1,2024,41027
111,Open Water,7188.7,2024,41027
112,Perennial Ice/Snow,2532,2024,41027
121,Developed/Open Space,2996.1,2024,41027
122,Developed/Low Intensity,2943.2,2024,41027
123,Developed/Medium Intensity,1316.4,2024,41027
124,Developed/High Intensity,574.7,2024,41027
131,Barren,6857.5,2024,41027
141,Deciduous Forest,218.8,2024,41027
142,Evergreen Forest,240351.2,2024,41027
143,Mixed Forest,228.8,2024,41027
152,Shrubland,41473.3,2024,41027
176,Grass/Pasture,22029.5,2024,41027
190,Woody Wetlands,159.9,2024,41027
195,Herbaceous Wetlands,289.3,2024,41027
205,Triticale,5.6,2024,41027
208,Garlic,0.2,2024,41027
218,Nectarines,19.3,2024,41027
220,Plums,0.7,2024,41027
223,Apricots,0.7,2024,41027
242,Blueberries,394.1,2024,41027
243,Cabbage,2.7,2024,41027
1,Corn,2.7,2024,41029
21,Barley,27.8,2024,41029
23,Spring Wheat,388.1,2024,41029
24,Winter Wheat,207.7,2024,41029
27,Rye,1.6,2024,41029
36,Alfalfa,352.1,2024,41029
37,Other Hay/Non Alfalfa,1086.2,2024,41029
43,Potatoes,1.6,2024,41029
44,Other Crops,392.1,2024,41029
51,Chick Peas,59.6,2024,41029
59,Sod/Grass Seed,726.1,2024,41029
61,Fallow/Idle Cropland,227.7,2024,41029
68,Apples,5.1,2024,41029
69,Grapes,91.8,2024,41029
72,Citrus,0.2,2024,41029
111,Open Water,7950.2,2024,41029
121,Developed/Open Space,33640.3,2024,41029
122,Developed/Low Intensity,19537.4,2024,41029
123,Developed/Medium Intensity,10164.1,2024,41029
124,Developed/High Intensity,5556.5,2024,41029
131,Barren,2260,2024,41029
141,Deciduous Forest,3031.5,2024,41029
142,Evergreen Forest,1233185,2024,41029
143,Mixed Forest,119,2024,41029
152,Shrubland,291506,2024,41029
176,Grass/Pasture,178949.6,2024,41029
190,Woody Wetlands,880,2024,41029
195,Herbaceous Wetlands,2736.8,2024,41029
205,Triticale,32.5,2024,41029
206,Carrots,1.6,2024,41029
1,Corn,309.6,2024,41031
14,Mint,230.4,2024,41031
21,Barley,1832.1,2024,41031
23,Spring Wheat,1700.7,2024,41031
24,Winter Wheat,5432.9,2024,41031
27,Rye,115.2,2024,41031
36,Alfalfa,2487.3,2024,41031
37,Other Hay/Non Alfalfa,2395.2,2024,41031
42,Dry Beans,1273,2024,41031
44,Other Crops,296,2024,41031
53,Peas,476.4,2024,41031
57,Herbs,479.3,2024,41031
58,Clover/Wildflowers,24,2024,41031
59,Sod/Grass Seed,8721.9,2024,41031
61,Fallow/Idle Cropland,4529.1,2024,41031
66,Cherries,2.9,2024,41031
67,Peaches,0.7,2024,41031
68,Apples,0.4,2024,41031
71,Other Tree Crops,1112.6,2024,41031
77,Pears,1.6,2024,41031
111,Open Water,6874.9,2024,41031
112,Perennial Ice/Snow,1045.9,2024,41031
121,Developed/Open Space,2269.5,2024,41031
122,Developed/Low Intensity,5694.2,2024,41031
123,Developed/Medium Intensity,2010.7,2024,41031
124,Developed/High Intensity,581.3,2024,41031
131,Barren,5624.4,2024,41031
141,Deciduous Forest,66.9,2024,41031
142,Evergreen Forest,249788.6,2024,41031
143,Mixed Forest,11.8,2024,41031
152,Shrubland,522277.8,2024,41031
176,Grass/Pasture,313053.8,2024,41031
190,Woody Wetlands,303.3,2024,41031
195,Herbaceous Wetlands,141.2,2024,41031
205,Triticale,2149,2024,41031
206,Carrots,2599.1,2024,41031
208,Garlic,113.2,2024,41031
229,Pumpkins,127.7,2024,41031
246,Radishes,172.6,2024,41031
1,Corn,0.4,2024,41033
21,Barley,10.2,2024,41033
23,Spring Wheat,2.2,2024,41033
24,Winter Wheat,7.8,2024,41033
36,Alfalfa,12.9,2024,41033
37,Other Hay/Non Alfalfa,86.1,2024,41033
44,Other Crops,48.9,2024,41033
51,Chick Peas,2,2024,41033
59,Sod/Grass Seed,3.6,2024,41033
61,Fallow/Idle Cropland,2.2,2024,41033
68,Apples,0.7,2024,41033
69,Grapes,147,2024,41033
111,Open Water,1988.7,2024,41033
121,Developed/Open Space,49966.3,2024,41033
122,Developed/Low Intensity,7989.3,2024,41033
123,Developed/Medium Intensity,3584.8,2024,41033
124,Developed/High Intensity,1706.2,2024,41033
131,Barren,429.2,2024,41033
141,Deciduous Forest,2.2,2024,41033
142,Evergreen Forest,638243.5,2024,41033
143,Mixed Forest,515.5,2024,41033
152,Shrubland,269796.3,2024,41033
176,Grass/Pasture,75093.6,2024,41033
190,Woody Wetlands,571.1,2024,41033
195,Herbaceous Wetlands,59.6,2024,41033
205,Triticale,244.9,2024,41033
1,Corn,387.9,2024,41035
14,Mint,596.9,2024,41035
21,Barley,2705,2024,41035
23,Spring Wheat,11314.6,2024,41035
24,Winter Wheat,7128,2024,41035
27,Rye,234.8,2024,41035
28,Oats,1716.9,2024,41035
36,Alfalfa,41741,2024,41035
37,Other Hay/Non Alfalfa,3600.6,2024,41035
43,Potatoes,3564.3,2024,41035
44,Other Crops,257.8,2024,41035
49,Onions,1041.7,2024,41035
51,Chick Peas,4.7,2024,41035
57,Herbs,442.3,2024,41035
58,Clover/Wildflowers,95.2,2024,41035
59,Sod/Grass Seed,1167.3,2024,41035
61,Fallow/Idle Cropland,4782.2,2024,41035
68,Apples,2.7,2024,41035
69,Grapes,43.8,2024,41035
71,Other Tree Crops,15.1,2024,41035
72,Citrus,0.4,2024,41035
111,Open Water,104769.9,2024,41035
112,Perennial Ice/Snow,144.1,2024,41035
121,Developed/Open Space,3544.7,2024,41035
122,Developed/Low Intensity,11971.7,2024,41035
123,Developed/Medium Intensity,4264.6,2024,41035
124,Developed/High Intensity,3042.4,2024,41035
131,Barren,6558.2,2024,41035
141,Deciduous Forest,177,2024,41035
142,Evergreen Forest,2326635,2024,41035
143,Mixed Forest,431.7,2024,41035
152,Shrubland,837406.6,2024,41035
176,Grass/Pasture,362544.2,2024,41035
190,Woody Wetlands,1848.5,2024,41035
195,Herbaceous Wetlands,180585.1,2024,41035
205,Triticale,1217.4,2024,41035
206,Carrots,21.6,2024,41035
208,Garlic,627.2,2024,41035
14,Mint,0.2,2024,41037
21,Barley,486.2,2024,41037
23,Spring Wheat,327.1,2024,41037
24,Winter Wheat,428.3,2024,41037
27,Rye,461.5,2024,41037
28,Oats,2149.4,2024,41037
36,Alfalfa,60653.7,2024,41037
37,Other Hay/Non Alfalfa,6365.6,2024,41037
44,Other Crops,375,2024,41037
49,Onions,0.7,2024,41037
57,Herbs,6.9,2024,41037
58,Clover/Wildflowers,0.9,2024,41037
61,Fallow/Idle Cropland,618,2024,41037
111,Open Water,28897.7,2024,41037
121,Developed/Open Space,5935.7,2024,41037
122,Developed/Low Intensity,9231.2,2024,41037
123,Developed/Medium Intensity,1866.6,2024,41037
124,Developed/High Intensity,1109.7,2024,41037
131,Barren,116363.8,2024,41037
141,Deciduous Forest,703.9,2024,41037
142,Evergreen Forest,915740.6,2024,41037
143,Mixed Forest,1130.7,2024,41037
152,Shrubland,3770799.3,2024,41037
176,Grass/Pasture,216418.5,2024,41037
190,Woody Wetlands,23616.1,2024,41037
195,Herbaceous Wetlands,183497.6,2024,41037
205,Triticale,2152.3,2024,41037
220,Plums,2.7,2024,41037
247,Turnips,131.7,2024,41037
1,Corn,564.2,2024,41039
6,Sunflowers,4,2024,41039
12,Sweet Corn,418.8,2024,41039
14,Mint,260.2,2024,41039
21,Barley,1.6,2024,41039
23,Spring Wheat,50.5,2024,41039
24,Winter Wheat,2614.9,2024,41039
28,Oats,113.4,2024,41039
32,Flaxseed,467.5,2024,41039
35,Mustard,4.2,2024,41039
36,Alfalfa,7.1,2024,41039
37,Other Hay/Non Alfalfa,1176.7,2024,41039
41,Sugarbeets,705.9,2024,41039
42,Dry Beans,436.1,2024,41039
44,Other Crops,139.7,2024,41039
53,Peas,433.9,2024,41039
56,Hops,7.6,2024,41039
57,Herbs,209.9,2024,41039
58,Clover/Wildflowers,556.2,2024,41039
59,Sod/Grass Seed,5224.1,2024,41039
61,Fallow/Idle Cropland,5.3,2024,41039
67,Peaches,24,2024,41039
